"","trip_id","pattern_id"
"114","2233511",2
"115","2233512",2
"116","2233513",2
"117","2233514",2
"118","2233515",2
"119","2233516",2
"120","2233517",2
"121","2233518",2
"122","2233519",2
"123","2233520",2
"124","2233521",2
"125","2233522",2
"126","2233523",2
"127","2233524",2
"128","2233525",2
"129","2233526",2
"130","2233527",2
"131","2233528",2
"132","2233529",2
"133","2233530",2
"134","2233531",2
"135","2233532",2
"136","2233533",2
"137","2233534",2
"138","2233535",2
"139","2233536",2
"140","2233537",2
"141","2233538",2
"142","2233539",2
"143","2233540",2
"144","2233541",2
"145","2233542",2
"146","2233543",2
"147","2233544",2
"148","2233545",2
"149","2233546",1
"150","2233547",1
"151","2233548",1
"152","2233549",1
"153","2233550",1
"154","2233551",1
"155","2233552",1
"156","2233553",1
"157","2233554",1
"158","2233555",1
"159","2233556",1
"160","2233557",1
"161","2233558",1
"162","2233559",1
"163","2233560",1
"164","2233561",1
"165","2233562",1
"166","2233563",1
"167","2233564",1
"168","2233565",1
"169","2233566",1
"170","2233567",1
"171","2233568",1
"172","2233569",1
"173","2233570",1
"174","2233571",1
"175","2233572",1
"176","2233573",1
"177","2233574",1
"178","2233575",1
"179","2233576",1
"180","2233577",1
"181","2233578",1
"182","2233579",1
"183","2233580",1
"184","2233581",1
"185","2233582",1
"186","2233583",1
"187","2233584",2
"188","2233585",2
"189","2233586",2
"190","2233587",2
"191","2233588",2
"192","2233589",2
"193","2233590",2
"194","2233591",2
"195","2233592",2
"196","2233593",2
"197","2233594",2
"198","2233595",2
"199","2233596",2
"200","2233597",2
"201","2233598",2
"202","2233599",2
"203","2233600",2
"204","2233601",2
"205","2233602",2
"206","2233603",2
"207","2233604",2
"208","2233605",2
"209","2233606",2
"210","2233607",2
"211","2233608",2
"212","2233609",2
"213","2233610",2
"214","2233611",2
"215","2233612",2
"216","2233613",2
"217","2233614",2
"218","2233615",2
"219","2233616",2
"220","2233617",2
"221","2233618",2
"222","2233619",2
"223","2233620",2
"224","2233621",2
"225","2233622",3
"226","2233623",3
"227","2233624",3
"228","2233625",3
"229","2233626",3
"230","2233627",3
"231","2233628",3
"232","2233629",3
"233","2233630",3
"234","2233631",3
"235","2233632",3
"236","2233633",3
"237","2233634",3
"238","2233635",3
"239","2233636",3
"240","2233637",3
"241","2233638",3
"242","2233639",3
"243","2233640",3
"244","2233641",3
"245","2233642",3
"246","2233643",3
"247","2233644",3
"248","2233645",3
"249","2233646",3
"250","2233647",3
"251","2233648",3
"252","2233649",3
"253","2233650",3
"254","2233651",3
"255","2233652",3
"256","2233653",3
"257","2233654",3
"258","2233655",3
"259","2233656",3
"260","2233657",3
"261","2233658",3
"262","2233659",3
"263","2233660",3
"264","2233661",3
"265","2233662",3
"266","2233663",3
"267","2233664",3
"268","2233665",3
"269","2233666",3
"270","2233667",3
"271","2233668",3
"272","2233669",3
"273","2233670",3
"274","2233671",3
"275","2233672",3
"276","2233673",3
"277","2233674",3
"278","2233675",3
"279","2233676",3
"280","2233677",3
"281","2233678",3
"282","2233679",3
"283","2233680",3
"284","2233681",3
"285","2233682",3
"286","2233683",3
"287","2233684",3
"288","2233685",3
"289","2233686",3
"290","2233687",3
"291","2233688",3
"292","2233689",3
"293","2233690",3
"294","2233691",3
"295","2233692",3
"296","2233693",3
"297","2233694",3
"298","2233695",3
"299","2233696",3
"300","2233697",3
"301","2233698",3
"302","2233699",3
"303","2233700",3
"304","2233701",3
"305","2233702",3
"306","2233703",3
"307","2233704",3
"308","2233705",4
"309","2233706",4
"310","2233707",4
"311","2233708",4
"312","2233709",4
"313","2233710",4
"314","2233711",4
"315","2233712",4
"316","2233713",4
"317","2233714",4
"318","2233715",4
"319","2233716",4
"320","2233717",4
"321","2233718",4
"322","2233719",4
"323","2233720",4
"324","2233721",4
"325","2233722",4
"326","2233723",4
"327","2233724",4
"328","2233725",4
"329","2233726",4
"330","2233727",4
"331","2233728",4
"332","2233729",4
"333","2233730",4
"334","2233731",4
"335","2233732",4
"336","2233733",4
"337","2233734",4
"338","2233735",4
"339","2233736",4
"340","2233737",4
"341","2233738",4
"342","2233739",4
"343","2233740",4
"344","2233741",4
"345","2233742",4
"346","2233743",4
"347","2233744",4
"348","2233745",4
"349","2233746",4
"350","2233747",4
"351","2233748",4
"352","2233749",4
"353","2233750",4
"354","2233751",4
"355","2233752",4
"356","2233753",4
"357","2233754",4
"358","2233755",4
"359","2233756",4
"360","2233757",4
"361","2233758",4
"362","2233759",4
"363","2233760",4
"364","2233761",4
"365","2233762",4
"366","2233763",4
"367","2233764",4
"368","2233765",4
"369","2233766",4
"370","2233767",4
"371","2233768",4
"372","2233769",4
"373","2233770",4
"374","2233771",4
"375","2233772",4
"376","2233773",4
"377","2233774",4
"378","2233775",4
"379","2233776",4
"380","2233777",4
"381","2233778",4
"382","2233779",4
"383","2233780",4
"384","2233781",4
"385","2233782",4
"386","2233783",4
"387","2233784",4
"388","2233785",4
"389","2233786",4
"390","2233787",4
"391","2233788",4
"392","2233789",3
"393","2233790",3
"394","2233791",3
"395","2233792",3
"396","2233793",3
"397","2233794",3
"398","2233795",3
"399","2233796",3
"400","2233797",3
"401","2233798",3
"402","2233799",3
"403","2233800",3
"404","2233801",3
"405","2233802",3
"406","2233803",3
"407","2233804",3
"408","2233805",3
"409","2233806",3
"410","2233807",3
"411","2233808",3
"412","2233809",3
"413","2233810",3
"414","2233811",3
"415","2233812",3
"416","2233813",3
"417","2233814",3
"418","2233815",3
"419","2233816",3
"420","2233817",3
"421","2233818",3
"422","2233819",3
"423","2233820",3
"424","2233821",3
"425","2233822",3
"426","2233823",3
"427","2233824",3
"428","2233825",3
"429","2233826",3
"430","2233827",3
"431","2233828",3
"432","2233829",3
"433","2233830",3
"434","2233831",3
"435","2233832",4
"436","2233833",4
"437","2233834",4
"438","2233835",4
"439","2233836",4
"440","2233837",4
"441","2233838",4
"442","2233839",4
"443","2233840",4
"444","2233841",4
"445","2233842",4
"446","2233843",4
"447","2233844",4
"448","2233845",4
"449","2233846",4
"450","2233847",4
"451","2233848",4
"452","2233849",4
"453","2233850",4
"454","2233851",4
"455","2233852",4
"456","2233853",4
"457","2233854",4
"458","2233855",4
"459","2233856",4
"460","2233857",4
"461","2233858",4
"462","2233859",4
"463","2233860",4
"464","2233861",4
"465","2233862",4
"466","2233863",4
"467","2233864",4
"468","2233865",4
"469","2233866",4
"470","2233867",4
"471","2233868",4
"472","2233869",4
"473","2233870",4
"474","2233871",4
"475","2233872",4
"476","2233873",4
"477","2233874",4
"478","2233875",3
"479","2233876",3
"480","2233877",3
"481","2233878",3
"482","2233879",3
"483","2233880",3
"484","2233881",3
"485","2233882",3
"486","2233883",3
"487","2233884",3
"488","2233885",3
"489","2233886",3
"490","2233887",3
"491","2233888",3
"492","2233889",3
"493","2233890",3
"494","2233891",3
"495","2233892",3
"496","2233893",3
"497","2233894",3
"498","2233895",3
"499","2233896",3
"500","2233897",3
"501","2233898",3
"502","2233899",3
"503","2233900",3
"504","2233901",3
"505","2233902",3
"506","2233903",3
"507","2233904",3
"508","2233905",3
"509","2233906",3
"510","2233907",3
"511","2233908",3
"512","2233909",3
"513","2233910",3
"514","2233911",3
"515","2233912",3
"516","2233913",3
"517","2233914",3
"518","2233915",3
"519","2233916",3
"520","2233917",3
"521","2233918",4
"522","2233919",4
"523","2233920",4
"524","2233921",4
"525","2233922",4
"526","2233923",4
"527","2233924",4
"528","2233925",4
"529","2233926",4
"530","2233927",4
"531","2233928",4
"532","2233929",4
"533","2233930",4
"534","2233931",4
"535","2233932",4
"536","2233933",4
"537","2233934",4
"538","2233935",4
"539","2233936",4
"540","2233937",4
"541","2233938",4
"542","2233939",4
"543","2233940",4
"544","2233941",4
"545","2233942",4
"546","2233943",4
"547","2233944",4
"548","2233945",4
"549","2233946",4
"550","2233947",4
"551","2233948",4
"552","2233949",4
"553","2233950",4
"554","2233951",4
"555","2233952",4
"556","2233953",4
"557","2233954",4
"558","2233955",4
"559","2233956",4
"560","2233957",4
"561","2233958",4
"562","2233959",4
"563","2233960",4
"564","2233961",5
"565","2233962",5
"566","2233963",5
"567","2233964",5
"568","2233965",5
"569","2233966",5
"570","2233967",5
"571","2233968",5
"572","2233969",5
"573","2233970",5
"574","2233971",5
"575","2233972",5
"576","2233973",5
"577","2233974",5
"578","2233975",5
"579","2233976",5
"580","2233977",5
"581","2233978",5
"582","2233979",5
"583","2233980",5
"584","2233981",5
"585","2233982",5
"586","2233983",5
"587","2233984",5
"588","2233985",5
"589","2233986",5
"590","2233987",5
"591","2233988",5
"592","2233989",5
"593","2233990",5
"594","2233991",5
"595","2233992",5
"596","2233993",5
"597","2233994",5
"598","2233995",5
"599","2233996",5
"600","2233997",5
"601","2233998",5
"602","2233999",5
"603","2234000",5
"604","2234001",5
"605","2234002",5
"606","2234003",5
"607","2234004",5
"608","2234005",5
"609","2234006",5
"610","2234007",5
"611","2234008",5
"612","2234009",5
"613","2234010",5
"614","2234011",5
"615","2234012",5
"616","2234013",5
"617","2234014",5
"618","2234015",5
"619","2234016",5
"620","2234017",5
"621","2234018",5
"622","2234019",5
"623","2234020",5
"624","2234021",5
"625","2234022",5
"626","2234023",5
"627","2234024",5
"628","2234025",5
"629","2234026",5
"630","2234027",6
"631","2234028",6
"632","2234029",6
"633","2234030",6
"634","2234031",6
"635","2234032",6
"636","2234033",6
"637","2234034",6
"638","2234035",6
"639","2234036",6
"640","2234037",6
"641","2234038",6
"642","2234039",6
"643","2234040",6
"644","2234041",6
"645","2234042",6
"646","2234043",6
"647","2234044",6
"648","2234045",6
"649","2234046",6
"650","2234047",6
"651","2234048",6
"652","2234049",6
"653","2234050",6
"654","2234051",6
"655","2234052",6
"656","2234053",6
"657","2234054",6
"658","2234055",6
"659","2234056",6
"660","2234057",6
"661","2234058",6
"662","2234059",6
"663","2234060",6
"664","2234061",6
"665","2234062",6
"666","2234063",6
"667","2234064",6
"668","2234065",6
"669","2234066",6
"670","2234067",6
"671","2234068",6
"672","2234069",6
"673","2234070",6
"674","2234071",6
"675","2234072",6
"676","2234073",6
"677","2234074",6
"678","2234075",6
"679","2234076",6
"680","2234077",6
"681","2234078",6
"682","2234079",6
"683","2234080",6
"684","2234081",6
"685","2234082",6
"686","2234083",6
"687","2234084",6
"688","2234085",6
"689","2234086",6
"690","2234087",6
"691","2234088",6
"692","2234089",6
"693","2234090",6
"694","2234091",5
"695","2234092",5
"696","2234093",5
"697","2234094",5
"698","2234095",5
"699","2234096",5
"700","2234097",5
"701","2234098",5
"702","2234099",5
"703","2234100",5
"704","2234101",5
"705","2234102",5
"706","2234103",5
"707","2234104",5
"708","2234105",5
"709","2234106",5
"710","2234107",5
"711","2234108",5
"712","2234109",5
"713","2234110",5
"714","2234111",5
"715","2234112",5
"716","2234113",5
"717","2234114",5
"718","2234115",5
"719","2234116",5
"720","2234117",5
"721","2234118",5
"722","2234119",5
"723","2234120",5
"724","2234121",6
"725","2234122",6
"726","2234123",6
"727","2234124",6
"728","2234125",6
"729","2234126",6
"730","2234127",6
"731","2234128",6
"732","2234129",6
"733","2234130",6
"734","2234131",6
"735","2234132",6
"736","2234133",6
"737","2234134",6
"738","2234135",6
"739","2234136",6
"740","2234137",6
"741","2234138",6
"742","2234139",6
"743","2234140",6
"744","2234141",6
"745","2234142",6
"746","2234143",6
"747","2234144",6
"748","2234145",6
"749","2234146",6
"750","2234147",6
"751","2234148",6
"752","2234149",6
"753","2234150",6
"754","2234151",6
"755","2234152",5
"756","2234153",5
"757","2234154",5
"758","2234155",5
"759","2234156",5
"760","2234157",5
"761","2234158",5
"762","2234159",5
"763","2234160",5
"764","2234161",5
"765","2234162",5
"766","2234163",5
"767","2234164",5
"768","2234165",5
"769","2234166",5
"770","2234167",5
"771","2234168",5
"772","2234169",5
"773","2234170",5
"774","2234171",5
"775","2234172",5
"776","2234173",5
"777","2234174",5
"778","2234175",5
"779","2234176",5
"780","2234177",5
"781","2234178",5
"782","2234179",5
"783","2234180",5
"784","2234181",5
"785","2234182",6
"786","2234183",6
"787","2234184",6
"788","2234185",6
"789","2234186",6
"790","2234187",6
"791","2234188",6
"792","2234189",6
"793","2234190",6
"794","2234191",6
"795","2234192",6
"796","2234193",6
"797","2234194",6
"798","2234195",6
"799","2234196",6
"800","2234197",6
"801","2234198",6
"802","2234199",6
"803","2234200",6
"804","2234201",6
"805","2234202",6
"806","2234203",6
"807","2234204",6
"808","2234205",6
"809","2234206",6
"810","2234207",6
"811","2234208",6
"812","2234209",6
"813","2234210",6
"814","2234211",6
"815","2234212",6
"816","2234213",7
"817","2234214",7
"818","2234215",7
"819","2234216",7
"820","2234217",7
"821","2234218",7
"822","2234219",7
"823","2234220",7
"824","2234221",7
"825","2234222",7
"826","2234223",7
"827","2234224",7
"828","2234225",7
"829","2234226",7
"830","2234227",7
"831","2234228",7
"832","2234229",7
"833","2234230",7
"834","2234231",7
"835","2234232",7
"836","2234233",7
"837","2234234",7
"838","2234235",7
"839","2234236",7
"840","2234237",7
"841","2234238",7
"842","2234239",7
"843","2234240",7
"844","2234241",7
"845","2234242",7
"846","2234243",7
"847","2234244",7
"848","2234245",7
"849","2234246",7
"850","2234247",7
"851","2234248",7
"852","2234249",7
"853","2234250",7
"854","2234251",7
"855","2234252",7
"856","2234253",7
"857","2234254",7
"858","2234255",7
"859","2234256",7
"860","2234257",7
"861","2234258",7
"862","2234259",7
"863","2234260",7
"864","2234261",7
"865","2234262",7
"866","2234263",7
"867","2234264",8
"868","2234265",8
"869","2234266",8
"870","2234267",8
"871","2234268",8
"872","2234269",8
"873","2234270",8
"874","2234271",8
"875","2234272",8
"876","2234273",8
"877","2234274",8
"878","2234275",8
"879","2234276",8
"880","2234277",8
"881","2234278",8
"882","2234279",8
"883","2234280",8
"884","2234281",8
"885","2234282",8
"886","2234283",8
"887","2234284",8
"888","2234285",8
"889","2234286",8
"890","2234287",8
"891","2234288",8
"892","2234289",8
"893","2234290",8
"894","2234291",8
"895","2234292",8
"896","2234293",8
"897","2234294",8
"898","2234295",8
"899","2234296",8
"900","2234297",8
"901","2234298",8
"902","2234299",8
"903","2234300",8
"904","2234301",8
"905","2234302",8
"906","2234303",8
"907","2234304",8
"908","2234305",8
"909","2234306",8
"910","2234307",8
"911","2234308",8
"912","2234309",8
"913","2234310",8
"914","2234311",8
"915","2234312",8
"916","2234313",8
"917","2234314",8
"918","2234315",8
"919","2234316",7
"920","2234317",7
"921","2234318",7
"922","2234319",7
"923","2234320",7
"924","2234321",7
"925","2234322",7
"926","2234323",7
"927","2234324",7
"928","2234325",7
"929","2234326",7
"930","2234327",7
"931","2234328",7
"932","2234329",7
"933","2234330",7
"934","2234331",7
"935","2234332",7
"936","2234333",7
"937","2234334",7
"938","2234335",7
"939","2234336",7
"940","2234337",7
"941","2234338",7
"942","2234339",7
"943","2234340",7
"944","2234341",7
"945","2234342",7
"946","2234343",7
"947","2234344",7
"948","2234345",7
"949","2234346",7
"950","2234347",7
"951","2234348",7
"952","2234349",8
"953","2234350",8
"954","2234351",8
"955","2234352",8
"956","2234353",8
"957","2234354",8
"958","2234355",8
"959","2234356",8
"960","2234357",8
"961","2234358",8
"962","2234359",8
"963","2234360",8
"964","2234361",8
"965","2234362",8
"966","2234363",8
"967","2234364",8
"968","2234365",8
"969","2234366",8
"970","2234367",8
"971","2234368",8
"972","2234369",8
"973","2234370",8
"974","2234371",8
"975","2234372",8
"976","2234373",8
"977","2234374",8
"978","2234375",8
"979","2234376",8
"980","2234377",8
"981","2234378",8
"982","2234379",8
"983","2234380",8
"984","2234381",8
"985","2234382",7
"986","2234383",7
"987","2234384",7
"988","2234385",7
"989","2234386",7
"990","2234387",7
"991","2234388",7
"992","2234389",7
"993","2234390",7
"994","2234391",7
"995","2234392",7
"996","2234393",7
"997","2234394",7
"998","2234395",7
"999","2234396",7
"1000","2234397",7
"1001","2234398",8
"1002","2234399",8
"1003","2234400",8
"1004","2234401",8
"1005","2234402",8
"1006","2234403",8
"1007","2234404",8
"1008","2234405",8
"1009","2234406",8
"1010","2234407",8
"1011","2234408",8
"1012","2234409",8
"1013","2234410",8
"1014","2234411",8
"1015","2234412",8
"1016","2234413",8
"1017","2234414",9
"1018","2234415",9
"1019","2234417",9
"1020","2234418",9
"1021","2234419",9
"1022","2234420",10
"1023","2234421",10
"1024","2234422",10
"1025","2234423",10
"1026","2234424",10
"1027","2234425",10
"1028","2234426",10
"1029","2234427",10
"1030","2234428",10
"1031","2234429",10
"1032","2234430",10
"1033","2234431",10
"1034","2234432",10
"1035","2234433",10
"1036","2234434",10
"1037","2234435",9
"1038","2234436",9
"1039","2234437",9
"1040","2234438",9
"1041","2234439",9
"1042","2234440",9
"1043","2234441",9
"1044","2234442",9
"1045","2234443",9
"1046","2234444",9
"1047","2234445",9
"1048","2234446",9
"1049","2234447",9
"1050","2234448",9
"1051","2234449",9
"1052","2234450",9
"1053","2234452",9
"1054","2234453",9
"1055","2234454",9
"1056","2234455",10
"1057","2234456",9
"1058","2234457",9
"1059","2234458",9
"1060","2234459",11
"1061","2234460",11
"1062","2234461",11
"1063","2234462",11
"1064","2234464",11
"1065","2234465",11
"1066","2234466",11
"1067","2234468",11
"1068","2234469",12
"1069","2234470",12
"1070","2234471",12
"1071","2234472",12
"1072","2234473",12
"1073","2234474",12
"1074","2234475",12
"1075","2234476",12
"1076","2234477",12
"1077","2234478",12
"1078","2234479",12
"1079","2234480",12
"1080","2234481",12
"1081","2234482",12
"1082","2234483",12
"1083","2234484",12
"1084","2234485",11
"1085","2234486",11
"1086","2234487",11
"1087","2234488",11
"1088","2234489",11
"1089","2234490",11
"1090","2234491",11
"1091","2234492",11
"1092","2234493",11
"1093","2234494",11
"1094","2234495",11
"1095","2234496",11
"1096","2234497",11
"1097","2234498",11
"1098","2234499",11
"1099","2234500",11
"1100","2234501",12
"1101","2234502",11
"1102","2234503",11
"1103","2234504",13
"1104","2234505",13
"1105","2234506",13
"1106","2234507",13
"1107","2234508",13
"1108","2234509",13
"1109","2234510",13
"1110","2234511",13
"1111","2234512",13
"1112","2234513",13
"1113","2234514",13
"1114","2234515",13
"1115","2234516",13
"1116","2234517",13
"1117","2234518",13
"1118","2234519",13
"1119","2234520",13
"1120","2234521",13
"1121","2234522",13
"1122","2234523",13
"1123","2234524",13
"1124","2234525",13
"1125","2234526",14
"1126","2234527",14
"1127","2234528",14
"1128","2234529",14
"1129","2234530",14
"1130","2234531",14
"1131","2234532",14
"1132","2234533",14
"1133","2234534",14
"1134","2234535",14
"1135","2234536",14
"1136","2234537",14
"1137","2234538",14
"1138","2234539",15
"1139","2234540",15
"1140","2234541",15
"1141","2234542",15
"1142","2234543",15
"1143","2234544",15
"1144","2234545",15
"1145","2234546",15
"1146","2234547",15
"1147","2234548",15
"1148","2234549",15
"1149","2234550",15
"1150","2234551",15
"1151","2234552",15
"1152","2234553",15
"1153","2234554",15
"1154","2234555",15
"1155","2234556",15
"1156","2234557",15
"1157","2234558",15
"1158","2234559",15
"1159","2234560",16
"1160","2234561",16
"1161","2234562",16
"1162","2234563",16
"1163","2234564",16
"1164","2234565",16
"1165","2234566",16
"1166","2234567",16
"1167","2234568",16
"1168","2234569",16
"1169","2234570",16
"1170","2234571",16
"1171","2234572",16
"1172","2234573",13
"1173","2234574",13
"1174","2234575",13
"1175","2234576",13
"1176","2234577",13
"1177","2234578",13
"1178","2234579",13
"1179","2234580",13
"1180","2234581",13
"1181","2234582",13
"1182","2234583",13
"1183","2234584",13
"1184","2234585",13
"1185","2234586",13
"1186","2234587",14
"1187","2234588",14
"1188","2234589",14
"1189","2234590",14
"1190","2234591",14
"1191","2234592",14
"1192","2234593",14
"1193","2234594",15
"1194","2234595",15
"1195","2234596",15
"1196","2234597",15
"1197","2234598",15
"1198","2234599",15
"1199","2234600",15
"1200","2234601",15
"1201","2234602",15
"1202","2234603",15
"1203","2234604",15
"1204","2234605",15
"1205","2234606",15
"1206","2234607",16
"1207","2234608",16
"1208","2234609",16
"1209","2234610",16
"1210","2234611",16
"1211","2234612",16
"1212","2234613",16
"1213","2234614",16
"1214","2234615",17
"1215","2234616",17
"1216","2234617",17
"1217","2234618",17
"1218","2234619",17
"1219","2234620",17
"1220","2234621",17
"1221","2234622",17
"1222","2234623",17
"1223","2234624",17
"1224","2234625",17
"1225","2234626",17
"1226","2234627",17
"1227","2234628",17
"1228","2234629",17
"1229","2234630",17
"1230","2234631",17
"1231","2234632",17
"1232","2234633",17
"1233","2234634",17
"1234","2234635",17
"1235","2234636",17
"1236","2234637",17
"1237","2234638",17
"1238","2234639",17
"1239","2234640",17
"1240","2234641",17
"1241","2234642",17
"1242","2234643",17
"1243","2234644",17
"1244","2234645",17
"1245","2234646",17
"1246","2234647",17
"1247","2234648",17
"1248","2234649",17
"1249","2234650",17
"1250","2234651",17
"1251","2234652",17
"1252","2234653",17
"1253","2234654",17
"1254","2234655",17
"1255","2234656",17
"1256","2234657",17
"1257","2234658",17
"1258","2234659",17
"1259","2234660",17
"1260","2234661",17
"1261","2234662",17
"1262","2234663",17
"1263","2234664",17
"1264","2234665",17
"1265","2234666",17
"1266","2234667",17
"1267","2234668",17
"1268","2234669",17
"1269","2234670",17
"1270","2234671",17
"1271","2234672",17
"1272","2234673",17
"1273","2234674",17
"1274","2234675",17
"1275","2234676",17
"1276","2234685",18
"1277","2234686",18
"1278","2234687",18
"1279","2234688",18
"1280","2234689",18
"1281","2234690",18
"1282","2234691",18
"1283","2234692",18
"1284","2234693",18
"1285","2234694",18
"1286","2234695",18
"1287","2234696",18
"1288","2234697",18
"1289","2234698",18
"1290","2234699",18
"1291","2234700",18
"1292","2234701",18
"1293","2234702",18
"1294","2234703",18
"1295","2234704",18
"1296","2234705",18
"1297","2234706",18
"1298","2234707",18
"1299","2234708",18
"1300","2234709",18
"1301","2234710",18
"1302","2234711",18
"1303","2234712",18
"1304","2234713",18
"1305","2234714",18
"1306","2234715",18
"1307","2234716",18
"1308","2234717",18
"1309","2234718",18
"1310","2234719",18
"1311","2234720",18
"1312","2234721",18
"1313","2234722",18
"1314","2234723",18
"1315","2234724",18
"1316","2234725",18
"1317","2234726",18
"1318","2234727",18
"1319","2234728",18
"1320","2234729",18
"1321","2234730",18
"1322","2234731",18
"1323","2234732",18
"1324","2234733",18
"1325","2234734",18
"1326","2234735",18
"1327","2234736",18
"1328","2234737",18
"1329","2234738",18
"1330","2234739",18
"1331","2234740",18
"1332","2234741",18
"1333","2234742",18
"1334","2234743",18
"1335","2234744",18
"1336","2234745",18
"1337","2234746",18
"1338","2234747",18
"1339","2234748",18
"1340","2234749",18
"1341","2234750",18
"1342","2234751",18
"1343","2234752",18
"1344","2234753",17
"1345","2234754",17
"1346","2234755",17
"1347","2234756",17
"1348","2234757",17
"1349","2234758",17
"1350","2234759",17
"1351","2234760",17
"1352","2234761",17
"1353","2234762",17
"1354","2234763",17
"1355","2234764",17
"1356","2234765",17
"1357","2234766",17
"1358","2234767",17
"1359","2234768",17
"1360","2234769",17
"1361","2234770",17
"1362","2234771",17
"1363","2234772",17
"1364","2234773",17
"1365","2234774",17
"1366","2234775",17
"1367","2234776",17
"1368","2234777",17
"1369","2234778",17
"1370","2234779",17
"1371","2234780",17
"1372","2234781",17
"1373","2234782",17
"1374","2234783",17
"1375","2234784",17
"1376","2234785",17
"1377","2234786",17
"1378","2234787",17
"1379","2234788",17
"1380","2234789",17
"1381","2234790",17
"1382","2234791",17
"1383","2234792",17
"1384","2234793",17
"1385","2234794",17
"1386","2234795",17
"1387","2234796",17
"1388","2234797",17
"1389","2234798",17
"1390","2234799",17
"1391","2234800",17
"1392","2234801",17
"1393","2234802",18
"1394","2234803",18
"1395","2234804",18
"1396","2234805",18
"1397","2234806",18
"1398","2234807",18
"1399","2234808",18
"1400","2234809",18
"1401","2234810",18
"1402","2234811",18
"1403","2234812",18
"1404","2234813",18
"1405","2234814",18
"1406","2234815",18
"1407","2234816",18
"1408","2234817",18
"1409","2234818",18
"1410","2234819",18
"1411","2234820",18
"1412","2234821",18
"1413","2234822",18
"1414","2234823",18
"1415","2234824",18
"1416","2234825",18
"1417","2234826",18
"1418","2234827",18
"1419","2234828",18
"1420","2234829",18
"1421","2234830",18
"1422","2234831",18
"1423","2234832",18
"1424","2234833",18
"1425","2234834",18
"1426","2234835",18
"1427","2234836",18
"1428","2234837",18
"1429","2234838",18
"1430","2234839",18
"1431","2234840",18
"1432","2234841",18
"1433","2234842",18
"1434","2234843",18
"1435","2234844",18
"1436","2234845",18
"1437","2234846",18
"1438","2234847",18
"1439","2234848",18
"1440","2234849",18
"1441","2234850",18
"1442","2234851",17
"1443","2234852",17
"1444","2234853",17
"1445","2234854",17
"1446","2234855",17
"1447","2234856",17
"1448","2234857",17
"1449","2234858",17
"1450","2234859",17
"1451","2234860",17
"1452","2234861",17
"1453","2234862",17
"1454","2234863",17
"1455","2234864",17
"1456","2234865",17
"1457","2234866",17
"1458","2234867",17
"1459","2234868",17
"1460","2234869",17
"1461","2234870",17
"1462","2234871",17
"1463","2234872",17
"1464","2234873",17
"1465","2234874",17
"1466","2234875",17
"1467","2234876",17
"1468","2234877",17
"1469","2234878",17
"1470","2234879",18
"1471","2234880",18
"1472","2234881",18
"1473","2234882",18
"1474","2234883",18
"1475","2234884",18
"1476","2234885",18
"1477","2234886",18
"1478","2234887",18
"1479","2234888",18
"1480","2234889",18
"1481","2234890",18
"1482","2234891",18
"1483","2234892",18
"1484","2234893",18
"1485","2234894",18
"1486","2234895",18
"1487","2234896",18
"1488","2234897",18
"1489","2234898",18
"1490","2234899",18
"1491","2234900",18
"1492","2234901",18
"1493","2234902",18
"1494","2234903",18
"1495","2234904",18
"1496","2234905",18
"1497","2234906",18
